"Name","Gross Export","Share","Code","Sector"
"Microphones","1729870","0.008478732456185759","8518","Electronics"
"Sound reproducing apparatus","274554","0.0013456906650647878","8519","Electronics"
"Magnetic tape recorders","794212","0.0038927266566228694","8520","Electronics"
"Video recording apparatus","416755","0.0020426703421515466","8521","Electronics"
"Sound storage media","2635699","0.012918535298049188","8523","Electronics"
"Tapes, cassettes, records and compact disks","57202","0.00028036815134012253","8524","Electronics"
"Transmission apparatus for radio, telephone and TV","311104192","1.524836669787814","8525","Electronics"
"Radar","57854976","0.28356862814144884","8526","Electronics"
"Reception apparatus for radio broadcasting","19438","0.00009527282482691691","8527","Electronics"
"Monitors and projectors","240478304","1.1786730801351","8528","Electronics"
"Parts of radios, telephones, and T.V.s","13493907","0.06613862731977097","8529","Electronics"
"Electric signal and traffic controls","101814","0.0004990280577697149","8530","Electronics"
"Electric sound or visual signaling apparatus","14456073","0.0708545586281574","8531","Electronics"
"Electrical capacitors","313463","0.0015363980599197374","8532","Electronics"
"Electrical resistors","9696010","0.04752372992334781","8533","Electronics"
"Electronic printed circuits","59633596","0.2922863023720102","8534","Electronics"
"Electrical apparatus for > 1k volts","8180690","0.040096586342901065","8535","Electronics"
"Electrical apparatus for < 1k volts","487575840","2.3897894636360153","8536","Electronics"
"Electrical boards","191465520","0.9384433042162031","8537","Electronics"
"Parts for electrical apparatus","187471408","0.918866684558055","8538","Electronics"
"Electrical filament","1686202","0.008264699442782023","8539","Electronics"
"Thermionic, cold cathode or photocathode tubes","26912","0.00013190566219477252","8540","Electronics"
"Semiconductor devices","11262043","0.05519943666695164","8541","Electronics"
"Electronic integrated circuits","98936400","0.48492387623242017","8542","Electronics"
"Electrical machines with individual functions n.e.c.","50461540","0.24733066472458387","8543","Electronics"
"Insulated electrical wire","2113516288","10.359124759515366","8544","Electronics"
"Carbon articles for eletrical purposes","1630526","0.007991810781651072","8545","Electronics"
"Electrical insulators of any material","2552648","0.012511471640538112","8546","Electronics"
"Insulating fittings for electrical machines","5472319","0.026821858703776583","8547","Electronics"
"Waste and scrap of batteries","38866996","0.1905015177207779","8548","Electronics"
"Railway cars, not self-propelled","222696","0.001091515433565958","8606","Vehicles"
"Parts of railway locomotives","828795","0.004062230726022461","8607","Vehicles"
"Containers for multimodal transportation","848826","0.004160410063099731","8609","Vehicles"
"Tractors","1081803","0.005302316478867847","8701","Vehicles"
"Buses","504904","0.002474721182550142","8702","Vehicles"
"Cars","6785431","0.0332579061137016","8703","Vehicles"
"Motor vehicles for transporting goods","6260835","0.030686667158412922","8704","Vehicles"
"Special purpose motor vehicles","4885649","0.023946372123819417","8705","Vehicles"
"Vehicle Bodies","803864","0.0039400346772643655","8707","Vehicles"
"Parts of motor vehicles","427878432","2.0971903950587447","8708","Vehicles"
"Work trucks","40543","0.00019871623299504542","8709","Vehicles"
"Tanks and other armored fighting vehicles","116092","0.000569009814785803","8710","Vehicles"
"Motorcycles","929085","0.004553789096322466","8711","Vehicles"
"Bicycles","48017668","0.23535234447788117","8712","Vehicles"
"Wheelchairs","40127","0.00019667726318704058","8713","Vehicles"
"Parts of motorcycles or wheelchairs","15801661","0.07744978292145925","8714","Vehicles"
"Baby carriages","522835","0.002562607643192772","8715","Vehicles"
"Trailers and semi-trailers","26527934","0.13002321272775047","8716","Vehicles"
"Other aircraft and spacecraft","8084843","0.039626804758314926","8802","Vehicles"
"Parts of other aircraft","175889824","0.8621010593059598","8803","Vehicles"
"Parachutes","88580","0.000434163330752562","8804","Vehicles"
"Cargo ships and similar vessels","9930377","0.04867244924304171","8901","Vehicles"
"Fishing vessels","121686","0.0005964280770597907","8902","Vehicles"
"Pleasure or sport boats","87845248","0.4305620395401314","8903","Vehicles"
"Other vessels","15853076","0.07770178684616734","8906","Vehicles"
"Other floating structures","9540808","0.04676302753839117","8907","Vehicles"
"Floating structures for scrapping","6809","0.00003337342649688637","8908","Vehicles"
"Optical fibers","6103337","0.02991471122855441","9001","Machinery"
"Lenses and other optical elements","35673","0.000174846562406143","9002","Machinery"
"Frames for spectacles, goggles","540190","0.0026476709148704728","9003","Machinery"
"Glasses","248887","0.0012198872081848374","9004","Machinery"
"Binoculars and telescopes","177063","0.0008678512286412383","9005","Machinery"
"Photographic cameras","52652","0.00025806691906506997","9006","Machinery"
"Cinematographic cameras and projectors","966","0.00000473472315993424","9007","Machinery"
"Still image projectors","1101","0.0000053964080735896455","9008","Machinery"
"Electrostatic photo-copyers","98220","0.00048141253495728877","9009","Machinery"
"Apparatus and equipment for photographic laboratories, n.e.c.","6638099","0.0325357775085262","9010","Machinery"
"Optical microscopes","39979","0.00019595186046688504","9011","Machinery"
"Microscopes, other than optical","5950","0.000029163149898145676","9012","Machinery"
"Liquid crystal devices","2280089","0.011175559208086232","9013","Machinery"
"Navigational instruments","1475266","0.007230824117250047","9014","Machinery"
"Surveying instruments","18783776","0.09206623111616659","9015","Machinery"
"Balances of a sensitivity < 50 milligram","7358","0.00003606427847908502","9016","Machinery"
"Drafting tables and machines","402399","0.0019723062782964576","9017","Machinery"
"Medical instruments","182503376","0.8945165228917047","9018","Machinery"
"Therapy applicances","2232150","0.01094059244456233","9019","Machinery"
"Other breathing appliances and gas masks","97699","0.00047885892132755204","9020","Machinery"
"Orthopedic appliances","42621852","0.20890545526261853","9021","Machinery"
"X-ray machines","2769480","0.01357424544200277","9022","Machinery"
"Instruments designed for demonstrational purposes","67715","0.00033189625131982095","9023","Machinery"
"Machines for testing the mechanical properties of materials","125925","0.0006172049833485705","9024","Machinery"
"Thermometers, hydrometers etc.","12650417","0.06200437096555468","9025","Machinery"
"Instruments for measuring properties of liquids or gases","33708856","0.1652195664576483","9026","Machinery"
"Instruments for physical or chemical analysis","9476889","0.04644973688656939","9027","Machinery"
"Gas, liquid or electricity meters","233960592","1.1467273638243534","9028","Machinery"
"Meters","23347934","0.11443685698386756","9029","Machinery"
"Instruments for measuring electricity","19494692","0.09555069327969434","9030","Machinery"
"Measuring instruments","10619017","0.05204772849444659","9031","Machinery"
"Automatic regulating instruments","124835896","0.6118668819692982","9032","Machinery"
"Other parts for machines and appliances","1140165","0.005588370219095674","9033","Machinery"
"Watches with precious metal","23707","0.00011619677220762011","9101","Machinery"
"Watches","225239","0.0011039796167913334","9102","Machinery"
"Instrument panel clocks for vehicles","3391805","0.016624490359710923","9104","Machinery"
"Other clocks","1258","0.000006165923121322229","9105","Machinery"
"Apparatus for measuring intervals of time","5810859","0.028481168412435108","9106","Machinery"
"Time switches","6280492","0.030783013383210878","9107","Machinery"
"Watch movements, complete","1397","0.000006847213513900757","9108","Machinery"
"Clock movements, complete","12523","0.00006137985313856779","9109","Machinery"
"Watch straps","7075349","0.03467890142331011","9113","Machinery"
"Other clock or watch parts","43363","0.00021253809563584724","9114","Machinery"
"Pianos","782","0.000003832871129470575","9201","Machinery"
"Musical instruments, wind","49036","0.00024034356611856664","9205","Machinery"
"Musical instruments, percussion","29297","0.0001435954290026847","9206","Machinery"
"Musical instruments, electric","94623","0.0004637823080356703","9207","Machinery"
"Parts of musical instruments","8945221","0.043843835444544635","9209","Machinery"
"Other firearms","2498","0.000012243621587490405","9303","Machinery"
"Seats","120129808","0.5888006046957075","9401","Textiles"
"Medical, dental or veterinary furniture","583637","0.002860620725563706","9402","Textiles"
"Other furniture and parts","35134908","0.17220917456496768","9403","Textiles"
"Mattresses and bedding","10929097","0.0535675452205671","9404","Textiles"
"Lamps","19665682","0.09638877848996055","9405","Textiles"
"Prefabricated buildings","3949472","0.019357822513366253","9406","Textiles"
"Toys","51452160","0.2521860596072899","9503","Machinery"
"Games","5670890","0.027795128592587454","9504","Machinery"
"Christmas and other festivity articles","1836510","0.009001414524276222","9505","Machinery"
"Sports equipment","19931394","0.09769113124386579","9506","Machinery"
"Fishing and hunting equipment","1495433","0.007329670040610704","9507","Machinery"
"Fairground amusements","67437","0.0003305336705346639","9508","Machinery"
"Worked animal carving material","1377538","0.006751823056200303","9601","Machinery"
"Worked vegetable or mineral carving material","7937","0.0000389021715532071","9602","Machinery"
"Brooms and mops","2972550","0.014569566593232426","9603","Machinery"
"Travel sets","1963","0.000009621388781522682","9605","Machinery"
"Buttons","143306","0.0007023956906392713","9606","Machinery"
"Slide fasteners","4426187","0.021694378984575415","9607","Machinery"
"Pens","49867320","0.2444181728031593","9608","Machinery"
"Pencils, crayons, pastels, etc.","4741252","0.023238629038803863","9609","Machinery"
"Slates and boards, with writing or drawing surfaces","39099","0.00019163865510379797","9610","Machinery"
"Hand-operated stamps","9414","0.00004614149464557032","9611","Machinery"
"Typewriter ribbons and ink pads","42726","0.00020941592311733985","9612","Machinery"
"Cigarette lighters","5334629","0.026146989105545373","9613","Machinery"
"Smoking pipes","98614","0.0004833436746312164","9614","Machinery"
"Combs, hair-slides etc.","158582","0.0007772690146466786","9615","Machinery"
"Scent sprays","51410","0.00025197941785944024","9616","Machinery"
"Vacuum vessels","83210","0.00040784297529826923","9617","Machinery"
"Paintings and drawings","200518","0.0009828128556767016","9701","Textiles"
"Original engravings","24617","0.00012065701866263062","9702","Textiles"
"Sculptures","390967","0.0019162738195341714","9703","Textiles"
"Collectors pieces","843682","0.004135197417204596","9705","Textiles"
"Antiques >100 years","805175","0.00394646037298142","9706","Textiles"
"Commodities not specified according to kind","61887944","0.30333569542185634","9999","Other"
"Travel and tourism","1025347712","5.025608239122135","travel","Services"
"Transport","862955392","4.229663437362867","transport","Services"
"ICT","884855808","4.337005473436776","ict","Services"
"Insurance and finance","160066320","0.7845442157654712","financial","Services"
